,fullpath,root,project,path,area,relative_path,filename,ext,lines
178,C:/Dev/Interactive/src/./AnonymousKernelCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\AnonymousKernelCommand.cs,AnonymousKernelCommand.cs,.cs,16
747,C:/Dev/Interactive/src/./JsonString.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\JsonString.cs,JsonString.cs,.cs,16
234,C:/Dev/Interactive/src/./CompleteCodeSubmissionReceived.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\CompleteCodeSubmissionReceived.cs,CompleteCodeSubmissionReceived.cs,.cs,16
246,C:/Dev/Interactive/src/./InputProduced.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\InputProduced.cs,InputProduced.cs,.cs,16
257,C:/Dev/Interactive/src/./StandardErrorValueProduced.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\StandardErrorValueProduced.cs,StandardErrorValueProduced.cs,.cs,16
657,C:/Dev/Interactive/src/./NotebookErrorResponse.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\NotebookErrorResponse.cs,NotebookErrorResponse.cs,.cs,16
233,C:/Dev/Interactive/src/./CommandSucceeded.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\CommandSucceeded.cs,CommandSucceeded.cs,.cs,16
261,C:/Dev/Interactive/src/./WorkingDirectoryChanged.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\WorkingDirectoryChanged.cs,WorkingDirectoryChanged.cs,.cs,16
514,C:/Dev/Interactive/src/./Project.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Project.cs,Project.cs,.cs,16
300,C:/Dev/Interactive/src/./NoSuitableKernelException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\NoSuitableKernelException.cs,NoSuitableKernelException.cs,.cs,16
671,C:/Dev/Interactive/src/./TextElement.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\TextElement.cs,TextElement.cs,.cs,16
303,C:/Dev/Interactive/src/./ParameterInformation.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\ParameterInformation.cs,ParameterInformation.cs,.cs,16
1159,C:/Dev/Interactive//./test.sh,C:/Dev/Interactive/,,.,Root,test.sh,test.sh,.sh,16
4,C:/Dev/Interactive//./build-js.sh,C:/Dev/Interactive/,,.,Root,build-js.sh,build-js.sh,.sh,16
5,C:/Dev/Interactive//./build.sh,C:/Dev/Interactive/,,.,Root,build.sh,build.sh,.sh,16
1004,C:/Dev/Interactive/src/./AddNugetRestoreSourcesResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PackageManagement,src\Microsoft.DotNet.Interactive.PackageManagement\AddNugetRestoreSourcesResult.cs,AddNugetRestoreSourcesResult.cs,.cs,16
386,C:/Dev/Interactive/src/./EnumerableExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\EnumerableExtensions.cs,EnumerableExtensions.cs,.cs,16
327,C:/Dev/Interactive/src/./PasswordString.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\PasswordString.cs,PasswordString.cs,.cs,15
826,C:/Dev/Interactive/src/./HttpOptions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\HttpOptions.cs,HttpOptions.cs,.cs,15
459,C:/Dev/Interactive/src/./HtmlStyleAttribute.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\HtmlStyleAttribute.cs,HtmlStyleAttribute.cs,.cs,15
127,C:/Dev/Interactive/src/./StdIoMode.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\CommandLine\StdIoMode.cs,StdIoMode.cs,.cs,15
1050,C:/Dev/Interactive/src/./FakeFirstTimeUseNoticeSentinel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\FakeFirstTimeUseNoticeSentinel.cs,FakeFirstTimeUseNoticeSentinel.cs,.cs,15
456,C:/Dev/Interactive/src/./FailedCodeFenceOptionParseResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\FailedCodeFenceOptionParseResult.cs,FailedCodeFenceOptionParseResult.cs,.cs,15
371,C:/Dev/Interactive/src/./LogMessage.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.AspNetCore,src\Microsoft.DotNet.Interactive.AspNetCore\LogMessage.cs,LogMessage.cs,.cs,15
465,C:/Dev/Interactive/src/./OutputBlockAnnotations.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\OutputBlockAnnotations.cs,OutputBlockAnnotations.cs,.cs,15
455,C:/Dev/Interactive/src/./FailedCodeBlockContentFetchResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\FailedCodeBlockContentFetchResult.cs,FailedCodeBlockContentFetchResult.cs,.cs,15
33,C:/Dev/Interactive/eng/./cibuild.sh,C:/Dev/Interactive/,eng,.,common,eng\common\cibuild.sh,cibuild.sh,.sh,15
72,C:/Dev/Interactive/samples/./RandomNumberExtension.cs,C:/Dev/Interactive/,samples,.,extensions,samples\extensions\RandomNumber\RandomNumberExtension.cs,RandomNumberExtension.cs,.cs,14
537,C:/Dev/Interactive/src/./EnumerableExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\Roslyn\Instrumentation\EnumerableExtensions.cs,EnumerableExtensions.cs,.cs,14
469,C:/Dev/Interactive/src/./SvgResources.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\SvgResources.cs,SvgResources.cs,.cs,14
362,C:/Dev/Interactive/src/./KernelValuesFormatterSource.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\ValueSharing\KernelValuesFormatterSource.cs,KernelValuesFormatterSource.cs,.cs,14
872,C:/Dev/Interactive/src/./ChallengeExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey.Tests,src\Microsoft.DotNet.Interactive.Journey.Tests\Utilities\ChallengeExtensions.cs,ChallengeExtensions.cs,.cs,14
473,C:/Dev/Interactive/src/./DocumentationItem.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Models\DocumentationItem.cs,DocumentationItem.cs,.cs,14
530,C:/Dev/Interactive/src/./SerializableDiagnosticsExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\SerializableDiagnosticsExtensions.cs,SerializableDiagnosticsExtensions.cs,.cs,14
401,C:/Dev/Interactive/src/./JsonSerializationExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\(Recipes)\JsonSerializationExtensions.cs,JsonSerializationExtensions.cs,.cs,14
902,C:/Dev/Interactive/src/./MessageChannel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Messaging\MessageChannel.cs,MessageChannel.cs,.cs,14
740,C:/Dev/Interactive/src/./ITypeFormatter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\ITypeFormatter.cs,ITypeFormatter.cs,.cs,14
125,C:/Dev/Interactive/src/./ParseNotebookCommand.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\CommandLine\ParseNotebookCommand.cs,ParseNotebookCommand.cs,.cs,14
286,C:/Dev/Interactive/src/./KernelExtensionLoadException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelExtensionLoadException.cs,KernelExtensionLoadException.cs,.cs,13
931,C:/Dev/Interactive/src/./InputOutputHistoryElement.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\InputOutputHistoryElement.cs,InputOutputHistoryElement.cs,.cs,13
930,C:/Dev/Interactive/src/./InputHistoryElement.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\InputHistoryElement.cs,InputHistoryElement.cs,.cs,13
128,C:/Dev/Interactive/src/./StdIOOptions.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\CommandLine\StdIOOptions.cs,StdIOOptions.cs,.cs,13
748,C:/Dev/Interactive/src/./MemberAccessor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\MemberAccessor.cs,MemberAccessor.cs,.cs,13
23,C:/Dev/Interactive/docs/./polyglot-with-jupyter.md,C:/Dev/Interactive/,docs,.,Root,docs\polyglot-with-jupyter.md,polyglot-with-jupyter.md,.md,13
453,C:/Dev/Interactive/src/./EmptyHtmlStyle.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\EmptyHtmlStyle.cs,EmptyHtmlStyle.cs,.cs,13
839,C:/Dev/Interactive/src/./StaticContentSourceNotFoundException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\StaticContentSourceNotFoundException.cs,StaticContentSourceNotFoundException.cs,.cs,13
457,C:/Dev/Interactive/src/./HiddenPreHtmlStyle.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\HiddenPreHtmlStyle.cs,HiddenPreHtmlStyle.cs,.cs,13
285,C:/Dev/Interactive/src/./KernelException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelException.cs,KernelException.cs,.cs,13
341,C:/Dev/Interactive/src/./CommandLineInvocationException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\CommandLineInvocationException.cs,CommandLineInvocationException.cs,.cs,13
1148,C:/Dev/Interactive/src/./VariableGrid.html,C:/Dev/Interactive/,src,.,polyglot-notebooks-ui-components,src\polyglot-notebooks-ui-components\src\templates\VariableGrid.html,VariableGrid.html,.html,13
124,C:/Dev/Interactive/src/./KernelHttpOptions.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\CommandLine\KernelHttpOptions.cs,KernelHttpOptions.cs,.cs,13
133,C:/Dev/Interactive/src/./IJupyterKernelSpecModule.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\IJupyterKernelSpecModule.cs,IJupyterKernelSpecModule.cs,.cs,13
174,C:/Dev/Interactive/src/./CodeSubmissionCompilationErrorException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\CodeSubmissionCompilationErrorException.cs,CodeSubmissionCompilationErrorException.cs,.cs,13
250,C:/Dev/Interactive/src/./KernelEventExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\KernelEventExtensions.cs,KernelEventExtensions.cs,.cs,13
946,C:/Dev/Interactive/src/./Link.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\Link.cs,Link.cs,.cs,13
1058,C:/Dev/Interactive/src/./NothingUserLevelCacheWriter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\NothingUserLevelCacheWriter.cs,NothingUserLevelCacheWriter.cs,.cs,13
468,C:/Dev/Interactive/src/./SuccessfulCodeFenceOptionParseResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\SuccessfulCodeFenceOptionParseResult.cs,SuccessfulCodeFenceOptionParseResult.cs,.cs,13
467,C:/Dev/Interactive/src/./SuccessfulCodeBlockContentFetchResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\SuccessfulCodeBlockContentFetchResult.cs,SuccessfulCodeBlockContentFetchResult.cs,.cs,13
171,C:/Dev/Interactive/src/./Base64EncodedAssembly.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Base64EncodedAssembly.cs,Base64EncodedAssembly.cs,.cs,12
117,C:/Dev/Interactive/src/./EnvironmentExtensions.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\(Recipes)\EnvironmentExtensions.cs,EnvironmentExtensions.cs,.cs,12
505,C:/Dev/Interactive/src/./PackageNotFoundException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\PackageNotFoundException.cs,PackageNotFoundException.cs,.cs,12
925,C:/Dev/Interactive/src/./ExecutionStateValues.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\ExecutionStateValues.cs,ExecutionStateValues.cs,.cs,12
437,C:/Dev/Interactive/src/./ILanguageService.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\ILanguageService.cs,ILanguageService.cs,.cs,12
737,C:/Dev/Interactive/src/./IDestructurer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\IDestructurer.cs,IDestructurer.cs,.cs,12
1055,C:/Dev/Interactive/src/./ITelemetrySender.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\ITelemetrySender.cs,ITelemetrySender.cs,.cs,12
245,C:/Dev/Interactive/src/./IncompleteCodeSubmissionReceived.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\IncompleteCodeSubmissionReceived.cs,IncompleteCodeSubmissionReceived.cs,.cs,12
692,C:/Dev/Interactive/src/./TypeExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\Inspector\Extensions\TypeExtensions.cs,TypeExtensions.cs,.cs,12
1056,C:/Dev/Interactive/src/./IUserLevelCacheWriter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\IUserLevelCacheWriter.cs,IUserLevelCacheWriter.cs,.cs,12
882,C:/Dev/Interactive/src/./Constants.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Constants.cs,Constants.cs,.cs,12
887,C:/Dev/Interactive/src/./IJupyterMessageSender.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\IJupyterMessageSender.cs,IJupyterMessageSender.cs,.cs,12
176,C:/Dev/Interactive/src/./CommandNotSupportedException.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\CommandNotSupportedException.cs,CommandNotSupportedException.cs,.cs,12
74,C:/Dev/Interactive/samples/./readme.md,C:/Dev/Interactive/,samples,.,extensions,samples\extensions\readme.md,readme.md,.md,11
113,C:/Dev/Interactive/samples/./readme.md,C:/Dev/Interactive/,samples,.,Root,samples\readme.md,readme.md,.md,11
266,C:/Dev/Interactive/src/./IKernelCommandHandler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\IKernelCommandHandler.cs,IKernelCommandHandler.cs,.cs,11
493,C:/Dev/Interactive/src/./IPackageInitializer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\IPackageInitializer.cs,IPackageInitializer.cs,.cs,11
357,C:/Dev/Interactive/src/./TaskExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\TaskExtensions.cs,TaskExtensions.cs,.cs,11
215,C:/Dev/Interactive/src/./KernelConnector.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\KernelConnector.cs,KernelConnector.cs,.cs,11
209,C:/Dev/Interactive/src/./IKernelEventEnvelope.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\IKernelEventEnvelope.cs,IKernelEventEnvelope.cs,.cs,11
165,C:/Dev/Interactive/src/./StringUtilities.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\StringUtilities.cs,StringUtilities.cs,.cs,11
7,C:/Dev/Interactive//./CONTRIBUTING.md,C:/Dev/Interactive/,,.,Root,CONTRIBUTING.md,CONTRIBUTING.md,.md,11
490,C:/Dev/Interactive/src/./IPackageAssetLoader.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\IPackageAssetLoader.cs,IPackageAssetLoader.cs,.cs,11
281,C:/Dev/Interactive/src/./KernelCommandPipelineMiddleware.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelCommandPipelineMiddleware.cs,KernelCommandPipelineMiddleware.cs,.cs,11
132,C:/Dev/Interactive/src/./IJupyterKernelSpecInstaller.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\IJupyterKernelSpecInstaller.cs,IJupyterKernelSpecInstaller.cs,.cs,11
618,C:/Dev/Interactive/src/./StringExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\StringExtensions.cs,StringExtensions.cs,.cs,11
306,C:/Dev/Interactive/src/./DiagnosticSeverity.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\DiagnosticSeverity.cs,DiagnosticSeverity.cs,.cs,11
860,C:/Dev/Interactive/src/./Outcome.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\Outcome.cs,Outcome.cs,.cs,10
596,C:/Dev/Interactive/src/./TestUtils.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\Instrumentation\TestUtils.cs,TestUtils.cs,.cs,10
411,C:/Dev/Interactive/src/./CompileProject.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Commands\CompileProject.cs,CompileProject.cs,.cs,10
460,C:/Dev/Interactive/src/./IDefaultCodeBlockAnnotations.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\IDefaultCodeBlockAnnotations.cs,IDefaultCodeBlockAnnotations.cs,.cs,10
407,C:/Dev/Interactive/src/./BufferInjectionPoints.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\BufferInjectionPoints.cs,BufferInjectionPoints.cs,.cs,10
198,C:/Dev/Interactive/src/./SubmissionType.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\SubmissionType.cs,SubmissionType.cs,.cs,10
741,C:/Dev/Interactive/src/./ITypeFormatterSource.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\ITypeFormatterSource.cs,ITypeFormatterSource.cs,.cs,10
739,C:/Dev/Interactive/src/./IsExternalInit.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\IsExternalInit.cs,IsExternalInit.cs,.cs,10
738,C:/Dev/Interactive/src/./IDestructurer{T}.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\IDestructurer{T}.cs,IDestructurer{T}.cs,.cs,10
451,C:/Dev/Interactive/src/./DefaultCodeBlockAnnotations.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\DefaultCodeBlockAnnotations.cs,DefaultCodeBlockAnnotations.cs,.cs,10
434,C:/Dev/Interactive/src/./ICodeCompiler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\ICodeCompiler.cs,ICodeCompiler.cs,.cs,10
439,C:/Dev/Interactive/src/./IWorkspaceTransformer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\IWorkspaceTransformer.cs,IWorkspaceTransformer.cs,.cs,10
267,C:/Dev/Interactive/src/./IKernelExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\IKernelExtension.cs,IKernelExtension.cs,.cs,10
635,C:/Dev/Interactive/src/./IDataElement.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\IDataElement.cs,IDataElement.cs,.cs,10
463,C:/Dev/Interactive/src/./NoCodeFenceOptions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\NoCodeFenceOptions.cs,NoCodeFenceOptions.cs,.cs,10
435,C:/Dev/Interactive/src/./ICodeRunner.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\ICodeRunner.cs,ICodeRunner.cs,.cs,10
279,C:/Dev/Interactive/src/./KernelCommandInvocation.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelCommandInvocation.cs,KernelCommandInvocation.cs,.cs,10
491,C:/Dev/Interactive/src/./IPackageDiscoveryStrategy.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\IPackageDiscoveryStrategy.cs,IPackageDiscoveryStrategy.cs,.cs,10
292,C:/Dev/Interactive/src/./KernelPipelineContinuation.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelPipelineContinuation.cs,KernelPipelineContinuation.cs,.cs,10
