,fullpath,root,project,path,area,relative_path,filename,ext,lines
383,C:/Dev/Interactive/src/./CSharpCodeGeneration.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\CSharpCodeGeneration.cs,CSharpCodeGeneration.cs,.cs,46
160,C:/Dev/Interactive/src/./MagicCommandTests.about.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\MagicCommandTests.about.cs,MagicCommandTests.about.cs,.cs,45
414,C:/Dev/Interactive/src/./CompileResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\CompileResult.cs,CompileResult.cs,.cs,45
226,C:/Dev/Interactive/src/./Diagnostic.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Diagnostic.cs,Diagnostic.cs,.cs,45
904,C:/Dev/Interactive/src/./MessageExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Messaging\MessageExtensions.cs,MessageExtensions.cs,.cs,45
961,C:/Dev/Interactive/src/./JupyterMessageSender.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\ZMQ\JupyterMessageSender.cs,JupyterMessageSender.cs,.cs,45
448,C:/Dev/Interactive/src/./CodeFenceAnnotations.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\CodeFenceAnnotations.cs,CodeFenceAnnotations.cs,.cs,45
672,C:/Dev/Interactive/src/./StringExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\Utility\StringExtension.cs,StringExtension.cs,.cs,44
265,C:/Dev/Interactive/src/./JavascriptUtilities.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Http\JavascriptUtilities.cs,JavascriptUtilities.cs,.cs,44
891,C:/Dev/Interactive/src/./JupyterFormattingKernelExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\JupyterFormattingKernelExtensions.cs,JupyterFormattingKernelExtensions.cs,.cs,44
893,C:/Dev/Interactive/src/./JupyterRequestContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\JupyterRequestContext.cs,JupyterRequestContext.cs,.cs,44
177,C:/Dev/Interactive/src/./CommandRoutingSlip.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\CommandRoutingSlip.cs,CommandRoutingSlip.cs,.cs,44
389,C:/Dev/Interactive/src/./ScriptExecutionExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\ScriptExecutionExtensions.cs,ScriptExecutionExtensions.cs,.cs,44
1083,C:/Dev/Interactive/src/./HtmlKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\HtmlKernelTests.cs,HtmlKernelTests.cs,.cs,44
553,C:/Dev/Interactive/src/./WorkspaceServerMultiplexer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\WorkspaceServerMultiplexer.cs,WorkspaceServerMultiplexer.cs,.cs,44
628,C:/Dev/Interactive/src/./WorkspaceRunRequestTest.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\WorkspaceRunRequestTest.cs,WorkspaceRunRequestTest.cs,.cs,44
372,C:/Dev/Interactive/src/./Startup.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.AspNetCore,src\Microsoft.DotNet.Interactive.AspNetCore\Startup.cs,Startup.cs,.cs,44
981,C:/Dev/Interactive/src/./MagicCommandTests.markdown.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\MagicCommandTests.markdown.cs,MagicCommandTests.markdown.cs,.cs,44
525,C:/Dev/Interactive/src/./RequestDescriptors.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\RequestDescriptors.cs,RequestDescriptors.cs,.cs,43
262,C:/Dev/Interactive/src/./FormattedValue.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\FormattedValue.cs,FormattedValue.cs,.cs,43
830,C:/Dev/Interactive/src/./HttpRequestExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\HttpRequestExtensions.cs,HttpRequestExtensions.cs,.cs,43
433,C:/Dev/Interactive/src/./FindPackageInDefaultLocation.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\FindPackageInDefaultLocation.cs,FindPackageInDefaultLocation.cs,.cs,43
1013,C:/Dev/Interactive/src/./DollarProfileHelper.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\DollarProfileHelper.cs,DollarProfileHelper.cs,.cs,43
638,C:/Dev/Interactive/src/./InteractiveDocumentElement.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\InteractiveDocumentElement.cs,InteractiveDocumentElement.cs,.cs,43
502,C:/Dev/Interactive/src/./PackageFinder.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\PackageFinder.cs,PackageFinder.cs,.cs,43
204,C:/Dev/Interactive/src/./ConnectKernelCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\ConnectKernelCommand.cs,ConnectKernelCommand.cs,.cs,43
328,C:/Dev/Interactive/src/./ResolvedPackageReference.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\ResolvedPackageReference.cs,ResolvedPackageReference.cs,.cs,42
0,C:/Dev/Interactive/.github/./Annoucement_Template.md,C:/Dev/Interactive/,.github,.,ISSUE_TEMPLATE,.github\ISSUE_TEMPLATE\Annoucement_Template.md,Annoucement_Template.md,.md,42
431,C:/Dev/Interactive/src/./FileInfoExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\FileInfoExtensions.cs,FileInfoExtensions.cs,.cs,42
232,C:/Dev/Interactive/src/./CommandFailed.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\CommandFailed.cs,CommandFailed.cs,.cs,42
862,C:/Dev/Interactive/src/./RuleContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\RuleContext.cs,RuleContext.cs,.cs,42
615,C:/Dev/Interactive/src/./SignatureHelpItemTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\SignatureHelpItemTests.cs,SignatureHelpItemTests.cs,.cs,42
489,C:/Dev/Interactive/src/./IPackage.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\IPackage.cs,IPackage.cs,.cs,41
1059,C:/Dev/Interactive/src/./ProcessStartInfoExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\ProcessStartInfoExtensions.cs,ProcessStartInfoExtensions.cs,.cs,41
1067,C:/Dev/Interactive/src/./TelemetryCommonPropertiesTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry.Tests,src\Microsoft.DotNet.Interactive.Telemetry.Tests\TelemetryCommonPropertiesTests.cs,TelemetryCommonPropertiesTests.cs,.cs,41
409,C:/Dev/Interactive/src/./ClientConfiguration.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\ClientConfiguration.cs,ClientConfiguration.cs,.cs,41
967,C:/Dev/Interactive/src/./SignatureValidator.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\ZMQ\SignatureValidator.cs,SignatureValidator.cs,.cs,41
955,C:/Dev/Interactive/src/./Stream.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\Stream.cs,Stream.cs,.cs,41
185,C:/Dev/Interactive/src/./LanguageServiceCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\LanguageServiceCommand.cs,LanguageServiceCommand.cs,.cs,41
126,C:/Dev/Interactive/src/./StartupOptions.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\CommandLine\StartupOptions.cs,StartupOptions.cs,.cs,41
528,C:/Dev/Interactive/src/./SerializableDiagnostic.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\SerializableDiagnostic.cs,SerializableDiagnostic.cs,.cs,41
404,C:/Dev/Interactive/src/./BufferFromRegionExtractor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\BufferFromRegionExtractor.cs,BufferFromRegionExtractor.cs,.cs,41
501,C:/Dev/Interactive/src/./PackageExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\PackageExtensions.cs,PackageExtensions.cs,.cs,40
995,C:/Dev/Interactive/src/./KqlFactAttribute.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Kql.Tests,src\Microsoft.DotNet.Interactive.Kql.Tests\KqlFactAttribute.cs,KqlFactAttribute.cs,.cs,40
1145,C:/Dev/Interactive/src/./rollup.config.js,C:/Dev/Interactive/,src,.,polyglot-notebooks-browser,src\polyglot-notebooks-browser\rollup.config.js,rollup.config.js,.js,40
358,C:/Dev/Interactive/src/./JavaScriptValueDeclarer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\ValueSharing\JavaScriptValueDeclarer.cs,JavaScriptValueDeclarer.cs,.cs,40
1160,C:/Dev/Interactive/tools/./setup-raspbian-jupyter.sh,C:/Dev/Interactive/,tools,.,Root,tools\setup-raspbian-jupyter.sh,setup-raspbian-jupyter.sh,.sh,40
181,C:/Dev/Interactive/src/./DirectiveCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\DirectiveCommand.cs,DirectiveCommand.cs,.cs,40
361,C:/Dev/Interactive/src/./KernelValues.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\ValueSharing\KernelValues.cs,KernelValues.cs,.cs,40
534,C:/Dev/Interactive/src/./ArgumentListGenerator.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\Roslyn\Instrumentation\ArgumentListGenerator.cs,ArgumentListGenerator.cs,.cs,39
690,C:/Dev/Interactive/src/./CSharpDecompiler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\Inspector\CSharpDecompiler\CSharpDecompiler.cs,CSharpDecompiler.cs,.cs,39
684,C:/Dev/Interactive/src/./ExplainCodeExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\ExplainCodeExtension.cs,ExplainCodeExtension.cs,.cs,39
399,C:/Dev/Interactive/src/./AsyncLock.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\(Recipes)\AsyncLock.cs,AsyncLock.cs,.cs,39
565,C:/Dev/Interactive/src/./WorkspaceExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\WorkspaceExtensions.cs,WorkspaceExtensions.cs,.cs,39
743,C:/Dev/Interactive/src/./JsonConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\JsonConverter.cs,JsonConverter.cs,.cs,39
1,C:/Dev/Interactive/.github/./bug_report.md,C:/Dev/Interactive/,.github,.,ISSUE_TEMPLATE,.github\ISSUE_TEMPLATE\bug_report.md,bug_report.md,.md,39
332,C:/Dev/Interactive/src/./FileSystemInfoJsonConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Server\FileSystemInfoJsonConverter.cs,FileSystemInfoJsonConverter.cs,.cs,39
934,C:/Dev/Interactive/src/./InspectReply.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\InspectReply.cs,InspectReply.cs,.cs,39
892,C:/Dev/Interactive/src/./JupyterKernelHelper.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\JupyterKernelHelper.cs,JupyterKernelHelper.cs,.cs,39
888,C:/Dev/Interactive/src/./InterruptRequestHandler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\InterruptRequestHandler.cs,InterruptRequestHandler.cs,.cs,39
302,C:/Dev/Interactive/src/./PackageReferenceOrFileInfo.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\PackageReferenceOrFileInfo.cs,PackageReferenceOrFileInfo.cs,.cs,39
802,C:/Dev/Interactive/src/./KeywordList.fs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.FSharp,src\Microsoft.DotNet.Interactive.FSharp\FsAutoComplete\KeywordList.fs,KeywordList.fs,.fs,39
1009,C:/Dev/Interactive/src/./PackageRestoreResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PackageManagement,src\Microsoft.DotNet.Interactive.PackageManagement\PackageRestoreResult.cs,PackageRestoreResult.cs,.cs,38
200,C:/Dev/Interactive/src/./UpdateDisplayedValue.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\UpdateDisplayedValue.cs,UpdateDisplayedValue.cs,.cs,38
202,C:/Dev/Interactive/src/./CommandOrEvent.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\CommandOrEvent.cs,CommandOrEvent.cs,.cs,38
224,C:/Dev/Interactive/src/./DataExplorerFormatterSource.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\DataExplorerFormatterSource.cs,DataExplorerFormatterSource.cs,.cs,38
924,C:/Dev/Interactive/src/./ExecuteResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\ExecuteResult.cs,ExecuteResult.cs,.cs,38
392,C:/Dev/Interactive/src/./InvocationContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\SignatureHelp\InvocationContext.cs,InvocationContext.cs,.cs,38
873,C:/Dev/Interactive/src/./FakeHttpMessageHandlerForNotebookLoading.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey.Tests,src\Microsoft.DotNet.Interactive.Journey.Tests\Utilities\FakeHttpMessageHandlerForNotebookLoading.cs,FakeHttpMessageHandlerForNotebookLoading.cs,.cs,38
923,C:/Dev/Interactive/src/./ExecuteRequest.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\ExecuteRequest.cs,ExecuteRequest.cs,.cs,38
837,C:/Dev/Interactive/src/./SignalRBackchannelKernelClient.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\SignalRBackchannelKernelClient.cs,SignalRBackchannelKernelClient.cs,.cs,38
507,C:/Dev/Interactive/src/./PackageSource.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\PackageSource.cs,PackageSource.cs,.cs,38
484,C:/Dev/Interactive/src/./DepsFileParser.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\DepsFileParser.cs,DepsFileParser.cs,.cs,38
538,C:/Dev/Interactive/src/./ExtractorState.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\Roslyn\Instrumentation\ExtractorState.cs,ExtractorState.cs,.cs,38
913,C:/Dev/Interactive/src/./CommOpen.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\CommOpen.cs,CommOpen.cs,.cs,37
820,C:/Dev/Interactive/src/./ConnectSignalRCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\ConnectSignalRCommand.cs,ConnectSignalRCommand.cs,.cs,37
917,C:/Dev/Interactive/src/./DisplayData.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\DisplayData.cs,DisplayData.cs,.cs,37
523,C:/Dev/Interactive/src/./RequestDescriptor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\RequestDescriptor.cs,RequestDescriptor.cs,.cs,37
879,C:/Dev/Interactive/src/./JsonSerializationExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\(Recipes)\JsonSerializationExtensions.cs,JsonSerializationExtensions.cs,.cs,37
1128,C:/Dev/Interactive/src/./KernelExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\KernelExtensions.cs,KernelExtensions.cs,.cs,37
858,C:/Dev/Interactive/src/./Main.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\Main.cs,Main.cs,.cs,37
1122,C:/Dev/Interactive/src/./CustomCommandTypes.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\CustomCommandTypes.cs,CustomCommandTypes.cs,.cs,37
558,C:/Dev/Interactive/src/./TypeExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\TypeExtensions.cs,TypeExtensions.cs,.cs,37
778,C:/Dev/Interactive/src/./FormatterTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\FormatterTests.cs,FormatterTests.cs,.cs,37
175,C:/Dev/Interactive/src/./CommandEqualityComparer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\CommandEqualityComparer.cs,CommandEqualityComparer.cs,.cs,37
831,C:/Dev/Interactive/src/./KernelCommandAndEventSignalRHubConnectionSender.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\KernelCommandAndEventSignalRHubConnectionSender.cs,KernelCommandAndEventSignalRHubConnectionSender.cs,.cs,36
405,C:/Dev/Interactive/src/./BufferGenerator.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\BufferGenerator.cs,BufferGenerator.cs,.cs,36
488,C:/Dev/Interactive/src/./FileTextLoader.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\FileTextLoader.cs,FileTextLoader.cs,.cs,36
205,C:/Dev/Interactive/src/./ConnectNamedPipeCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\ConnectNamedPipeCommand.cs,ConnectNamedPipeCommand.cs,.cs,36
708,C:/Dev/Interactive/src/./SqlKernelUtils.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\SqlKernelUtils.cs,SqlKernelUtils.cs,.cs,36
1075,C:/Dev/Interactive/src/./KernelEventEnvelopeTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Connection\KernelEventEnvelopeTests.cs,KernelEventEnvelopeTests.cs,.cs,36
630,C:/Dev/Interactive/src/./WorkspaceServerTestsCore.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\WorkspaceServerTestsCore.cs,WorkspaceServerTestsCore.cs,.cs,36
342,C:/Dev/Interactive/src/./CommandLineResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\CommandLineResult.cs,CommandLineResult.cs,.cs,36
799,C:/Dev/Interactive/src/./StringExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\Utility\StringExtensions.cs,StringExtensions.cs,.cs,35
34,C:/Dev/Interactive/eng/./tizen-build-rootfs.sh,C:/Dev/Interactive/,eng,.,common,eng\common\cross\armel\tizen-build-rootfs.sh,tizen-build-rootfs.sh,.sh,35
189,C:/Dev/Interactive/src/./RequestDiagnostics.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\RequestDiagnostics.cs,RequestDiagnostics.cs,.cs,35
478,C:/Dev/Interactive/src/./InvocationContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Models\SignatureHelp\InvocationContext.cs,InvocationContext.cs,.cs,35
416,C:/Dev/Interactive/src/./CompletionUtilities.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\CompletionUtilities.cs,CompletionUtilities.cs,.cs,35
1115,C:/Dev/Interactive/src/./DirectiveTokenTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Parsing\DirectiveTokenTests.cs,DirectiveTokenTests.cs,.cs,35
975,C:/Dev/Interactive/src/./InterruptRequestHandlerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\InterruptRequestHandlerTests.cs,InterruptRequestHandlerTests.cs,.cs,35
760,C:/Dev/Interactive/src/./TableSchemaFieldDescriptor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\TabularData\TableSchemaFieldDescriptor.cs,TableSchemaFieldDescriptor.cs,.cs,35
235,C:/Dev/Interactive/src/./CompletionItem.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\CompletionItem.cs,CompletionItem.cs,.cs,35
9,C:/Dev/Interactive/docs/./command-line-interface.md,C:/Dev/Interactive/,docs,.,Root,docs\command-line-interface.md,command-line-interface.md,.md,35
1060,C:/Dev/Interactive/src/./Sha256Hasher.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\Sha256Hasher.cs,Sha256Hasher.cs,.cs,35
617,C:/Dev/Interactive/src/./StringAssertionExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\StringAssertionExtensions.cs,StringAssertionExtensions.cs,.cs,34
1005,C:/Dev/Interactive/src/./AddNugetResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PackageManagement,src\Microsoft.DotNet.Interactive.PackageManagement\AddNugetResult.cs,AddNugetResult.cs,.cs,34
915,C:/Dev/Interactive/src/./CompleteReply.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\CompleteReply.cs,CompleteReply.cs,.cs,34
466,C:/Dev/Interactive/src/./SkipEmptyLinkReferencesExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\SkipEmptyLinkReferencesExtension.cs,SkipEmptyLinkReferencesExtension.cs,.cs,34
40,C:/Dev/Interactive/eng/./generate-sbom-prep.sh,C:/Dev/Interactive/,eng,.,common,eng\common\generate-sbom-prep.sh,generate-sbom-prep.sh,.sh,34
554,C:/Dev/Interactive/src/./SignatureHelpResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\SignatureHelpResult.cs,SignatureHelpResult.cs,.cs,34
1037,C:/Dev/Interactive/src/./MsSqlKernelExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.SqlServer,src\Microsoft.DotNet.Interactive.SqlServer\MsSqlKernelExtension.cs,MsSqlKernelExtension.cs,.cs,34
668,C:/Dev/Interactive/src/./ParserServerSerializer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\ParserServerSerializer.cs,ParserServerSerializer.cs,.cs,34
